STATION,NAME,DATE,AWND,PGTM,PRCP,HOLIDAY,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT08
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-02,0.22,,0,0,0,0,,84,54,140,150,6.9,8.9,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-03,0.22,,0,0,0,0,,80,53,270,270,6.9,11,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-04,0.22,,0,0,0,0,,81,51,270,270,6.9,11,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-05,0.67,,0,0,0,0,,77,53,270,270,8.1,12.1,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-06,1.12,,0,0,0,0,,73,54,260,270,6,10.1,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-07,0.67,1526,0,0,0,0,,82,51,270,280,8.9,12.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-08,1.12,1342,0,0,0,0,,83,52,270,270,8.1,13,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-09,1.12,2314,0,0,0,0,,73,54,160,150,6,10.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-10,1.79,531,0,0,0,0,,65,55,100,100,6.9,11,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-11,1.34,1447,0,0,0,0,,72,50,270,280,8.9,15,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-12,2.24,1449,0.01,0,0,0,,63,53,260,260,8.1,17,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-13,2.68,1505,0,0,0,0,,66,51,130,180,8.9,14.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-14,1.12,1554,0,0,0,0,,69,54,270,280,8.1,12.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-15,1.34,1601,0,0,0,,,71,51,280,270,8.9,14.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-16,0.67,1624,0,0,0,0,,74,49,270,270,10.1,17,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-17,1.12,1459,0,0,0,0,,76,49,280,260,8.9,14.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-18,0.67,1447,0,0,,0,,69,48,270,280,8.9,16.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-19,4.7,1430,0,1,,0,,59,48,340,270,13,25.9,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-20,2.68,1555,0,0,,0,,60,40,270,270,10.1,19,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-21,2.01,1547,0,0,0,0,,62,47,270,280,12.1,18.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-22,3.13,1440,0,0,0,0,,62,45,270,270,8.9,18.1,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-23,4.92,1527,0,0,0,0,,59,44,260,340,16.1,25.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-24,1.57,1416,0,0,0,0,,62,40,270,270,10.1,19,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-25,1.79,1617,0,0,0,0,,68,44,270,270,8.9,15,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-26,1.57,2203,0.02,0,,0,,67,45,270,270,8.1,19,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-27,1.12,1040,0,0,,0,,56,43,270,180,6.9,12.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-02-28,1.79,1339,0,0,0,0,,62,41,100,150,8.1,11,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-01,2.24,,0,0,,0,,63,45,270,270,8.1,14.1,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-02,3.13,,0.51,0,0,0,,59,51,100,100,10.1,14.1,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-03,0.67,,0.05,0,,0,,61,48,270,270,10.1,19,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-04,1.79,,0,0,0,0,,62,43,270,270,10.1,18.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-05,0.45,,0,0,0,0,,72,44,270,270,8.1,15,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-06,2.01,,0,0,0,0,,78,50,270,270,8.9,17,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-07,0,,0,0,0,0,,72,51,270,270,8.1,12.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-08,1.12,,0,0,0,0,,73,50,260,270,6.9,13,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-09,1.79,,0,0,0,0,,72,55,270,280,6.9,12.1,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-10,2.46,,0.51,0,0,0,,62,57,110,100,10.1,18.1,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-11,2.01,,0.02,0,0,0,,69,57,170,180,6.9,10.1,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-12,1.34,,0,0,0,0,,72,57,270,270,8.9,17,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-13,1.12,,0.05,0,0,0,,70,58,270,260,8.9,13,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-14,2.46,,0.07,0,0,0,,65,54,270,270,10.1,21,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-15,3.58,,0.17,0,0,0,,67,51,270,270,8.9,17,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-16,2.91,,0.1,0,0,0,,63,52,270,280,12.1,21,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-17,1.34,,0,0,0,0,,62,50,270,270,12.1,19.9,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-18,1.12,,0,0,0,0,,64,46,270,270,8.1,13,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-19,2.01,,0,0,0,0,,74,49,270,270,8.9,17,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-20,1.57,,0,0,0,0,,72,56,270,280,8.1,14.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-21,2.01,,0.65,0,0,0,,65,55,70,360,6.9,11,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-22,2.01,,0.56,0,0,0,,65,57,130,130,8.1,13,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-23,1.57,,0,0,0,0,,69,55,270,270,10.1,18.1,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-24,2.01,,0,0,0,0,,65,54,250,,4.9,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-25,,,0,0,,,,64,51,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-26,,,0,0,,,,72,48,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-27,,,0,0,0,,,77,50,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-28,1.34,,0,0,0,0,,76,52,270,270,6.9,13,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-29,1.12,,0,0,0,0,,74,51,270,280,8.1,12.1,1,1,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-30,0.89,,0,0,0,0,,76,52,280,280,8.1,13,1,1,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-03-31,0.89,,0,0,0,0,,70,52,270,270,8.1,12.1,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-01,2.01,,0,0,0,0,,70,55,130,270,8.1,11,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-02,2.01,,0,0,0,0,,69,56,270,270,8.1,13,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-03,1.79,,0,0,0,0,,70,55,270,270,8.9,17,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-04,1.57,,0,0,0,0,,66,54,260,260,8.9,15,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-05,0.22,,0,0,0,0,,68,57,260,270,6.9,12.1,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-06,1.34,,0,0,0,0,,70,55,270,270,8.9,15,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-07,1.79,,0,0,0,0,,72,59,270,270,8.9,16.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-08,1.57,,0,0,0,0,,75,55,270,270,8.9,16.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-09,1.12,,0,0,0,0,,95,56,280,270,10.1,17,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-10,1.34,,0,0,0,0,,88,61,270,270,6,13,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-11,2.01,,0,0,0,0,,80,58,260,270,13,21.9,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-12,6.71,,0,0,0,0,,70,55,350,300,15,28,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-13,1.79,,0,0,0,0,,79,56,270,330,8.9,18.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-14,1.57,,0,0,0,0,,87,57,260,260,8.9,16.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-15,0.89,,0,0,0,,,79,55,280,260,8.9,13,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-16,3.13,,0,0,0,0,,65,52,260,270,17,32,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-17,2.91,,0,0,0,0,,71,51,280,,10.1,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-18,2.01,,0,0,0,,,72,53,260,,8.9,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-19,2.24,,0.02,0,0,0,,63,51,260,280,10.1,18.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-20,3.13,,0,0,0,0,,74,54,270,270,10.1,18.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-21,1.34,,0,0,0,0,,83,53,260,260,8.1,13,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-22,0.89,,0,0,0,0,,79,57,270,270,8.9,16.1,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-23,1.34,,0,0,0,0,,76,55,280,270,8.9,13,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-24,1.12,,0,0,0,0,,70,53,280,280,8.9,14.1,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-25,2.01,,0,0,0,0,,70,55,270,280,8.1,14.1,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-26,1.57,,0,0,0,0,,71,55,270,270,8.9,14.1,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-27,1.12,,0,0,0,0,,70,55,270,280,8.9,13,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-28,2.24,,0,0,0,0,,70,54,260,270,12.1,23,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-29,2.01,,0,0,0,0,,69,55,270,270,8.1,15,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-04-30,1.79,,0,0,0,0,,68,55,270,280,8.9,15,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-01,2.24,,0.02,0,0,0,,61,55,150,170,10.1,15,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-02,1.34,,0,0,0,0,,65,54,270,270,8.9,17,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-03,2.24,,0,0,0,0,,69,52,270,270,10.1,17,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-04,1.12,,0,0,0,0,,90,56,260,260,12.1,17,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-05,1.79,,0,0,0,0,,86,59,280,270,8.1,14.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-06,1.12,,0,0,0,0,,83,58,270,280,8.1,13,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-07,0.89,,0,0,0,0,,76,55,270,270,8.1,13,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-08,1.12,,0,0,0,0,,76,58,280,260,8.1,12.1,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-09,0.89,,0,0,0,0,,75,59,270,280,10.1,14.1,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-10,1.34,,0,0,0,0,,76,60,270,260,8.9,16.1,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-11,3.58,,0,0,0,0,,65,60,140,140,8.1,13,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-12,2.01,,0,0,0,0,,66,57,270,280,8.1,12.1,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-13,1.57,,0.03,0,0,0,,70,58,270,270,10.1,18.1,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-14,1.79,,0,0,0,0,,72,56,270,270,8.9,16.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-15,2.24,,0,0,0,0,,71,58,270,260,10.1,17,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-16,1.79,,0,0,0,0,,75,57,270,280,8.9,15,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-17,1.57,,0,0,0,0,,74,57,130,280,8.1,13,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-18,0.89,,0,0,0,0,,70,59,270,280,8.9,14.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-19,1.34,,0,0,0,0,,68,58,280,280,8.9,14.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-20,1.12,,0,0,0,0,,70,60,270,280,8.9,18.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-21,0.22,,0.04,0,0,0,,67,60,270,280,6.9,11,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-22,1.12,,0,0,0,0,,68,59,270,270,8.1,14.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-23,2.01,,0,0,0,0,,69,59,270,270,12.1,18.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-24,1.34,,0,0,0,0,,67,60,270,280,8.9,17,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-25,2.68,,0,0,0,0,,69,57,270,260,12.1,21,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-26,1.79,,0,0,0,0,,72,57,270,270,10.1,15,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-27,1.57,,0,0,0,0,,74,58,270,290,8.1,14.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-28,1.57,,0,1,0,,,73,58,260,270,8.9,14.1,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-29,1.12,,0,0,0,0,,72,61,270,270,10.1,15,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-30,1.79,,0,0,0,0,,70,60,270,270,8.9,14.1,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-05-31,1.34,,0,0,0,0,,72,60,270,270,12.1,17,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-01,1.57,,0,0,0,0,,75,58,270,270,8.1,17,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-02,1.12,,0,0,0,0,,80,59,270,270,8.9,16.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-03,1.12,,0,0,0,0,,79,60,280,280,8.1,14.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-04,1.34,,0,0,0,0,,77,60,270,280,8.9,14.1,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-05,1.57,,0,0,0,0,,73,62,270,270,8.1,13,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-06,1.34,,0,0,0,0,,74,60,260,260,8.1,15,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-07,2.01,,0,0,0,0,,77,58,260,270,8.9,14.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-08,1.12,,0,0,0,,,81,59,270,280,8.9,14.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-09,1.34,,0,0,0,0,,82,62,260,270,8.1,14.1,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-10,1.34,,0,0,0,0,,80,62,260,270,8.9,15,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-11,1.12,,0,0,0,0,,81,63,270,280,8.9,14.1,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-12,1.12,,0,0,0,,,84,63,270,270,8.1,12.1,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-13,1.34,,0,0,0,0,,80,61,270,270,8.1,12.1,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-14,1.34,,0,0,0,0,,88,61,260,270,10.1,18.1,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-15,2.46,,0,0,0,0,,82,63,270,280,8.9,14.1,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-16,3.36,,0,0,0,0,,75,64,150,130,10.1,17,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-17,2.01,,0,0,0,0,,70,61,270,270,8.1,13,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-18,1.79,,0,0,0,0,,72,60,270,280,10.1,17,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-19,1.34,,0,0,0,0,,75,61,280,280,8.1,16.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-20,1.12,,0,0,0,0,,80,60,280,280,8.1,14.1,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-21,0.67,,0,0,0,0,,78,65,270,280,8.9,15,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-22,1.57,,0,0,0,0,,78,63,270,280,8.9,14.1,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-23,2.01,,0,0,0,0,,74,64,170,140,8.1,13,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-24,1.57,,0,0,0,0,,77,63,270,260,8.1,14.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-25,2.01,,0,0,0,,,79,64,270,270,8.9,16.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-26,1.79,,0,0,0,0,,78,64,270,270,8.9,16.1,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-27,1.57,,0,0,0,0,,80,63,270,270,8.1,13,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-28,1.34,,0,0,0,0,,79,63,260,280,8.9,17,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-29,2.68,,0,0,0,0,,79,66,270,280,10.1,19,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-06-30,2.68,,0,0,0,0,,80,66,280,280,8.9,17,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-01,2.91,,0,0,0,0,,78,65,270,260,8.9,14.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-02,2.46,,0,0,0,0,,78,64,270,270,8.9,16.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-03,1.34,,0,0,0,0,,80,64,270,270,8.9,16.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-04,2.01,,0,1,0,0,,82,65,280,280,8.9,14.1,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-05,1.57,,0,0,0,0,,88,63,260,280,8.9,16.1,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-06,2.46,,0,0,0,0,,108,69,270,270,10.1,18.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-07,1.79,,0,0,0,0,,104,79,140,140,8.9,15,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-08,1.12,,0,0,0,0,,98,75,260,270,8.1,15,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-09,1.12,,0,0,0,0,,96,74,270,280,8.1,13,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-10,1.12,,0,0,0,0,,91,73,280,270,8.9,14.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-11,1.12,,0,0,0,0,,90,72,270,280,8.9,15,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-12,2.24,,0,0,0,0,,88,70,270,270,10.1,18.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-13,2.68,,0,0,0,0,,83,69,270,260,10.1,16.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-14,2.01,,0,0,0,0,,84,69,270,270,8.9,14.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-15,1.34,,0,0,0,0,,87,70,270,270,6.9,13,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-16,2.01,,0,0,0,0,,84,69,270,280,8.9,14.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-17,2.01,,0,0,0,0,,81,68,270,270,8.9,14.1,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-18,1.57,,0,0,0,0,,83,69,270,280,10.1,14.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-19,2.24,,0,0,0,0,,86,70,270,280,8.9,17,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-20,2.68,,0,0,0,0,,82,69,270,280,8.9,14.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-21,2.01,,0,0,0,0,,82,69,270,270,10.1,17,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-22,1.57,,0,0,0,0,,88,68,270,270,12.1,17,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-23,1.12,,0,0,0,0,,93,70,280,270,8.9,15,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-24,1.34,,0,0,0,0,,94,72,280,280,8.1,13,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-25,2.01,,0,0,0,0,,90,72,280,270,8.9,14.1,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-26,1.57,,0,0,0,0,,88,71,270,280,8.1,13,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-27,1.12,,0,0,0,0,,84,70,270,270,8.1,13,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-28,1.12,,0,0,0,0,,86,70,270,270,8.1,15,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-29,1.12,,0,0,0,0,,96,70,270,280,8.1,14.1,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-30,1.57,,0,0,0,0,,87,70,280,280,8.9,13,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-07-31,1.57,,0,0,0,0,,88,70,270,270,10.1,15,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-08-01,2.01,,0,0,,,,90,71,270,280,10.1,16.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-08-02,1.57,,0,0,0,0,,90,71,270,270,8.9,15,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-08-03,1.34,,0,0,0,0,,92,70,270,270,8.9,13,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-08-04,1.12,,0,0,0,0,,90,68,270,270,8.1,13,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-08-05,1.34,,0,0,0,0,,89,68,270,270,8.9,14.1,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-08-06,1.57,,0,0,0,0,,93,69,270,280,8.9,14.1,1,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-08-07,1.57,,0,0,0,0,,96,71,270,260,8.9,14.1,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-08-08,1.57,,0,0,0,0,,98,72,280,270,8.9,14.1,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-08-09,1.12,,0,0,0,0,,97,71,270,270,8.9,14.1,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-08-10,1.79,,0,0,0,0,,93,73,270,270,10.1,15,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-08-11,2.46,,0,0,0,0,,90,73,280,270,12.1,21.9,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-08-12,1.12,,0,0,0,0,,88,69,270,260,10.1,16.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-08-13,1.34,,0,0,0,0,,86,68,270,280,8.9,16.1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-08-14,1.57,,0,0,0,0,,84,68,280,270,10.1,17,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-08-15,1.57,,0,0,0,0,,86,69,280,280,10.1,15,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2018-08-16,2.01,,0,0,0,0,,86,72,270,270,8.9,15,,,,
